,Artist,Song,Class,probability_vector,label_vector
111,Pebbles & Bamm Bamm,Daddy,Happy,"[0.19041702151298523, 0.0895281434059143, 0.07334527373313904, 0.22502568364143372, 3.3245785743929446e-05, 0.01136094331741333, 0.22021257877349854]","[0, 0, 0, 1, 0, 0, 0]"
112,pebbles & bamm bamm,The world is full of joys,Happy,"[5.116151946538139e-11, 1.7110240335682647e-08, 6.755000747128703e-13, 4.201692860306139e-08, 0.0, 6.318489368741077e-28, 0.9952042102813721]","[0, 0, 0, 0, 0, 0, 1]"
113,Pebbles & Bamm,Bamm - Rich Man Poor Man,Happy,"[0.20934009552001953, 0.016969740390777588, 0.004209637641906738, 0.010618418455123901, 1.7185563194743736e-08, 0.00012201811478007585, 0.005658209323883057]","[1, 0, 0, 0, 0, 0, 0]"
114,THE RIDDLER,FRANK GORSHIN,Happy,"[0.2932623624801636, 0.1784892976284027, 0.0950646698474884, 0.19419890642166138, 0.0016665160655975342, 0.0276186466217041, 0.041469067335128784]","[1, 0, 0, 0, 0, 0, 0]"
115,Maroon 5,This Is How We Roll,Happy,"[0.3780345618724823, 0.27115964889526367, 0.2792993485927582, 0.3458784818649292, 0.010182499885559082, 0.1596251130104065, 0.18442657589912415]","[1, 0, 0, 0, 0, 0, 0]"
116,I Sing Better When I'm Drunk,Katie Noel,Happy,"[0.33934664726257324, 0.17138272523880005, 0.11630171537399292, 0.2368362843990326, 0.00017470121383666992, 0.018662303686141968, 0.004493057727813721]","[1, 0, 0, 0, 0, 0, 0]"
117,Down In A Ditch,Dance Mix,Happy,"[0.3422354459762573, 0.1667974591255188, 0.12011414766311646, 0.31751227378845215, 0.0009764432907104492, 0.09088808298110962, 0.5143934488296509]","[0, 0, 0, 0, 0, 0, 1]"
118,Toby Keith,What's up Cuz,Happy,"[0.34726154804229736, 0.1403929889202118, 0.13515543937683105, 0.2021142840385437, 0.00030162930488586426, 0.03299903869628906, 0.25252997875213623]","[1, 0, 0, 0, 0, 0, 0]"
119,Moonshine Bandits," ""Red, White & Boozed""",Happy,"[0.3030734062194824, 0.09565100073814392, 0.03823462128639221, 0.05494236946105957, 0.00010731472139013931, 0.00705564022064209, 0.012147217988967896]","[1, 0, 0, 0, 0, 0, 0]"
120,Racket County,Sunday,Happy,"[0.114434152841568, 0.09079983830451965, 0.07041019201278687, 0.11432161927223206, 1.1250475608903798e-06, 0.014779537916183472, 0.018293321132659912]","[1, 0, 0, 0, 0, 0, 0]"
121,Florida Georgia Line,Ain't Worried Bout It,Happy,"[0.40779417753219604, 0.15379461646080017, 0.19894945621490479, 0.24343976378440857, 0.0039244890213012695, 0.2283029854297638, 0.07838883996009827]","[1, 0, 0, 0, 0, 0, 0]"
122,Florida Georgia Line,Beer:30,Happy,"[0.2924891710281372, 0.1541423201560974, 0.11555555462837219, 0.26611828804016113, 0.00042808055877685547, 0.016847968101501465, 0.00763314962387085]","[1, 0, 0, 0, 0, 0, 0]"
123,Nathaniel Rateliff,S.O.B.,Happy,"[0.3140594959259033, 0.289739191532135, 0.21403682231903076, 0.21771728992462158, 0.0004801750183105469, 0.1262369155883789, 0.0055577754974365234]","[1, 0, 0, 0, 0, 0, 0]"
124,Walker Hayes,Fancy Like,Happy,"[0.23869973421096802, 0.19017821550369263, 0.17400851845741272, 0.13750320672988892, 0.0002586841583251953, 0.09184691309928894, 0.12525731325149536]","[1, 0, 0, 0, 0, 0, 0]"
125,Kelly Clarkson,Stronger,Happy,"[0.25386327505111694, 0.10180431604385376, 0.05604258179664612, 0.13195887207984924, 1.3833921912009828e-05, 0.03443342447280884, 0.10629355907440186]","[1, 0, 0, 0, 0, 0, 0]"
126,Shawn Mendes,It'll Be Okay,Sad,"[0.1153055727481842, 0.39701175689697266, 0.20031169056892395, 0.2574285566806793, 0.01662251353263855, 0.0688927173614502, 0.004011064767837524]","[0, 1, 0, 0, 0, 0, 0]"
127,Dax," ""Dear Alcohol"" ",Sad,"[0.06652176380157471, 0.24893444776535034, 0.12447354197502136, 0.154392272233963, 9.926475468091667e-05, 0.031540095806121826, 8.164969040080905e-05]","[0, 1, 0, 0, 0, 0, 0]"
128,Dermot Kennedy,Better Days,Sad,"[0.27664095163345337, 0.3497583866119385, 0.152131587266922, 0.19620561599731445, 0.0012437403202056885, 0.07305362820625305, 0.0006759464740753174]","[0, 1, 0, 0, 0, 0, 0]"
129,Justin Bieber,Ghost,Sad,"[0.13955208659172058, 0.41898447275161743, 0.29565900564193726, 0.3377843201160431, 0.022937774658203125, 0.08550238609313965, 0.05258330702781677]","[0, 1, 0, 0, 0, 0, 0]"
130,Dean Lewis,Falling Up,Sad,"[0.04990968108177185, 0.3460234999656677, 0.22170430421829224, 0.19024816155433655, 0.002176046371459961, 0.031008541584014893, 0.0019671618938446045]","[0, 1, 0, 0, 0, 0, 0]"
131,Billie Eilish,lovely,Sad,"[0.145453542470932, 0.40783220529556274, 0.3458084464073181, 0.2288697063922882, 0.005801111459732056, 0.11875864863395691, 0.016557812690734863]","[0, 1, 0, 0, 0, 0, 0]"
132,Clinton Kane,I GUESS I'M IN LOVE,Sad,"[0.08665001392364502, 0.3405578136444092, 0.3246592879295349, 0.2657945156097412, 0.013540863990783691, 0.050566673278808594, 0.007082223892211914]","[0, 1, 0, 0, 0, 0, 0]"
133,Sam Smith,Like I Can,Sad,"[0.16841378808021545, 0.3952188193798065, 0.30131685733795166, 0.28358209133148193, 0.016316980123519897, 0.0964813232421875, 0.07233449816703796]","[0, 1, 0, 0, 0, 0, 0]"
134,Jessie Murph,Always Been You,Sad,"[0.15420836210250854, 0.4274112284183502, 0.265229731798172, 0.3086751699447632, 0.032778412103652954, 0.14918142557144165, 0.010775595903396606]","[0, 1, 0, 0, 0, 0, 0]"
135,Adele,Easy On Me,Sad,"[0.1700131893157959, 0.4045282304286957, 0.27900031208992004, 0.2634546756744385, 0.020595163106918335, 0.09034663438796997, 0.026706784963607788]","[0, 1, 0, 0, 0, 0, 0]"
136,Imagine Dragons,Wrecked,Sad,"[0.08846858143806458, 0.3709009289741516, 0.2480684220790863, 0.30562588572502136, 0.0011287033557891846, 0.016023606061935425, 0.008206784725189209]","[0, 1, 0, 0, 0, 0, 0]"
137,Olivia Rodrigo,drivers license,Sad,"[0.09102374315261841, 0.27626898884773254, 0.1911453902721405, 0.15252777934074402, 0.009523093700408936, 0.01955607533454895, 0.012713879346847534]","[0, 1, 0, 0, 0, 0, 0]"
138,Ben Cocks,So Cold,Sad,"[0.2469581961631775, 0.4302506744861603, 0.29624825716018677, 0.3645360469818115, 0.026611298322677612, 0.0686439573764801, 0.02691909670829773]","[0, 1, 0, 0, 0, 0, 0]"
139,Lukas Graham,Happy For You,Sad,"[0.24497562646865845, 0.30503642559051514, 0.2034713625907898, 0.34376394748687744, 0.004844337701797485, 0.07255581021308899, 0.035500526428222656]","[0, 0, 0, 1, 0, 0, 0]"
140,Alexander 23,IDK You Yet,Sad,"[0.21827644109725952, 0.3896206021308899, 0.3356543779373169, 0.2687959372997284, 0.15546676516532898, 0.12721186876296997, 0.02832821011543274]","[0, 1, 0, 0, 0, 0, 0]"
141,Justin Bieber,Lonely,Sad,"[0.1662023365497589, 0.3713378310203552, 0.1973312497138977, 0.3723142743110657, 0.02018401026725769, 0.11843881011009216, 0.07864198088645935]","[0, 0, 0, 1, 0, 0, 0]"
142,Zoe Wees,Hold Me Like You Used To,Sad,"[0.1671466827392578, 0.4226101338863373, 0.2900213599205017, 0.22894099354743958, 0.0028197169303894043, 0.10123836994171143, 0.007034868001937866]","[0, 1, 0, 0, 0, 0, 0]"
143,Lewis Capaldi,Hold Me While You Wait,Sad,"[0.07917138934135437, 0.40119990706443787, 0.2758026123046875, 0.20959404110908508, 0.01493486762046814, 0.08802130818367004, 0.001552492380142212]","[0, 1, 0, 0, 0, 0, 0]"
144,Tom Rosenthal,Home,Sad,"[0.33928781747817993, 0.4377272129058838, 0.39125970005989075, 0.40367937088012695, 0.21957477927207947, 0.296161949634552, 0.16193971037864685]","[0, 1, 0, 0, 0, 0, 0]"
145,Oceans,Lofi Remix,Sad,"[0.039163172245025635, 0.35675284266471863, 0.03618696331977844, 0.14540964365005493, 5.629185397992842e-05, 0.008283793926239014, 0.03831982612609863]","[0, 1, 0, 0, 0, 0, 0]"
146,Giveon,Heartbreak Anniversary,Sad,"[0.13079112768173218, 0.3955143988132477, 0.2583163380622864, 0.23056486248970032, 0.012813568115234375, 0.05092617869377136, 0.0027950406074523926]","[0, 1, 0, 0, 0, 0, 0]"
147,The Kid LAROI,WITHOUT YOU,Sad,"[0.1803625226020813, 0.4218737483024597, 0.27746108174324036, 0.3673837184906006, 0.040239036083221436, 0.14534026384353638, 0.01909327507019043]","[0, 1, 0, 0, 0, 0, 0]"
148,Zoe Wees,Girls Like Us,Sad,"[0.07197511196136475, 0.3785759210586548, 0.216617614030838, 0.22154200077056885, 0.003557145595550537, 0.0375712513923645, 0.0011834502220153809]","[0, 1, 0, 0, 0, 0, 0]"
149,Tate McRae,you broke me first,Sad,"[0.1511695384979248, 0.366788387298584, 0.30000928044319153, 0.3440283238887787, 0.13408678770065308, 0.08171674609184265, 0.07590073347091675]","[0, 1, 0, 0, 0, 0, 0]"
150,Zoe Wees,Control,Sad,"[0.05727699398994446, 0.41677457094192505, 0.28862547874450684, 0.1267145872116089, 0.002788841724395752, 0.04664084315299988, 0.010554224252700806]","[0, 1, 0, 0, 0, 0, 0]"
151,LANY,if this is the last time,Sad,"[0.0861642062664032, 0.39093971252441406, 0.20659664273262024, 0.23974880576133728, 0.0021653473377227783, 0.02950802445411682, 0.017585784196853638]","[0, 1, 0, 0, 0, 0, 0]"
152,Gracie Abrams," I miss you, I’m sorry ",Sad,"[0.08821597695350647, 0.33977043628692627, 0.1156798005104065, 0.3481353521347046, 0.005847722291946411, 0.017532438039779663, 0.018163412809371948]","[0, 0, 0, 1, 0, 0, 0]"
153,SHY Martin,Are you happy?,Sad,"[0.12586230039596558, 0.3932499289512634, 0.30024290084838867, 0.30056172609329224, 0.016852766275405884, 0.03807413578033447, 0.00535622239112854]","[0, 1, 0, 0, 0, 0, 0]"
154,Ed Sheeran,Afterglow,Sad,"[0.11167675256729126, 0.37966883182525635, 0.20318859815597534, 0.13096147775650024, 0.00441548228263855, 0.059000372886657715, 0.15434572100639343]","[0, 1, 0, 0, 0, 0, 0]"
155,nilu,Are You With Me,Sad,"[0.2036421298980713, 0.4083501696586609, 0.31657835841178894, 0.3278295695781708, 0.045605212450027466, 0.19700172543525696, 0.06446659564971924]","[0, 1, 0, 0, 0, 0, 0]"
156,Hailee Steinfeld,Wrong Direction,Sad,"[0.05333128571510315, 0.3119143843650818, 0.2920337915420532, 0.35393235087394714, 0.007146954536437988, 0.03603285551071167, 0.005614250898361206]","[0, 0, 0, 1, 0, 0, 0]"
157,Machine Gun Kelly,play this when i'm gone,Sad,"[0.10599258542060852, 0.4196328818798065, 0.2543609142303467, 0.28922176361083984, 0.005463659763336182, 0.034486234188079834, 0.009681642055511475]","[0, 1, 0, 0, 0, 0, 0]"
158,Michele Morrone,Hard For Me,Sad,"[0.17792800068855286, 0.39327606558799744, 0.3131714463233948, 0.3743746280670166, 0.11908116936683655, 0.1934390664100647, 0.0806138813495636]","[0, 1, 0, 0, 0, 0, 0]"
159,Tom Rosenthal,Go Solo,Sad,"[0.20182901620864868, 0.4139045774936676, 0.36005789041519165, 0.2751914858818054, 0.12349951267242432, 0.1484592854976654, 0.03108486533164978]","[0, 1, 0, 0, 0, 0, 0]"
160,Lewis Capaldi,Before You Go,Sad,"[0.14596301317214966, 0.3319539427757263, 0.28176993131637573, 0.4032416343688965, 0.017062455415725708, 0.06279471516609192, 0.010111719369888306]","[0, 0, 0, 1, 0, 0, 0]"
161,Ingrid Michaelson,Light Me Up,Sad,"[0.27446746826171875, 0.43134334683418274, 0.32662126421928406, 0.30780524015426636, 0.1105126440525055, 0.23222976922988892, 0.10321110486984253]","[0, 1, 0, 0, 0, 0, 0]"
162,Jaymes Young,Happiest Year,Sad,"[0.08847948908805847, 0.3226534128189087, 0.24861064553260803, 0.3346022367477417, 0.01798984408378601, 0.04161986708641052, 0.007183462381362915]","[0, 0, 0, 1, 0, 0, 0]"
163,Harry Styles,Falling,Sad,"[0.19244131445884705, 0.40990421175956726, 0.26340240240097046, 0.31549757719039917, 0.05249130725860596, 0.0855955183506012, 0.05354008078575134]","[0, 1, 0, 0, 0, 0, 0]"
164,Troye Sivan,Easy,Sad,"[0.14273196458816528, 0.4280264973640442, 0.23007729649543762, 0.2247314155101776, 0.007440835237503052, 0.038796424865722656, 0.006912201642990112]","[0, 1, 0, 0, 0, 0, 0]"
165,Camila Cabello,First Man,Sad,"[0.07598668336868286, 0.3188017010688782, 0.2589952349662781, 0.12614545226097107, 0.007832944393157959, 0.021386533975601196, 0.0027103424072265625]","[0, 1, 0, 0, 0, 0, 0]"
166,Ollie,feelings,Sad,"[0.058528780937194824, 0.39391300082206726, 0.1834810972213745, 0.18353348970413208, 0.0005495250225067139, 0.027458161115646362, 0.0007182955741882324]","[0, 1, 0, 0, 0, 0, 0]"
167,Alfie Arcuri,If They Only Knew,Sad,"[0.23287492990493774, 0.4075867235660553, 0.3114626407623291, 0.29069676995277405, 0.06072920560836792, 0.08193153142929077, 0.0757894217967987]","[0, 1, 0, 0, 0, 0, 0]"
168,NF,If You Want Love,Sad,"[0.04912325739860535, 0.3790147602558136, 0.2069791555404663, 0.3278462886810303, 0.0005109012126922607, 0.040665119886398315, 0.004012376070022583]","[0, 1, 0, 0, 0, 0, 0]"
169,Sam Smith,To Die For,Sad,"[0.1105726957321167, 0.41927778720855713, 0.2074088752269745, 0.15116295218467712, 0.003259122371673584, 0.0710313618183136, 0.027249693870544434]","[0, 1, 0, 0, 0, 0, 0]"
170,OneRepublic,Didn’t I,Sad,"[0.11040252447128296, 0.4187971353530884, 0.24327588081359863, 0.27447783946990967, 0.010187625885009766, 0.05494570732116699, 0.07774758338928223]","[0, 1, 0, 0, 0, 0, 0]"
171,Billie Eilish,i love you,Sad,"[0.12351635098457336, 0.4108341932296753, 0.32939785718917847, 0.29262134432792664, 0.05739790201187134, 0.04656928777694702, 0.006035327911376953]","[0, 1, 0, 0, 0, 0, 0]"
172,Maroon 5,Memories,Sad,"[0.0921674370765686, 0.37368887662887573, 0.29971760511398315, 0.1812514364719391, 0.000532001256942749, 0.03473079204559326, 0.007463663816452026]","[0, 1, 0, 0, 0, 0, 0]"
173,X Ambassadors,Unsteady,Sad,"[0.19885322451591492, 0.42980772256851196, 0.3458157777786255, 0.3104144036769867, 0.08419409394264221, 0.14544570446014404, 0.04754328727722168]","[0, 1, 0, 0, 0, 0, 0]"
174,Camila Cabello,Consequences,Sad,"[0.06617668271064758, 0.2359345257282257, 0.17238962650299072, 0.11534583568572998, 0.05298861861228943, 0.02661535143852234, 0.00745585560798645]","[0, 1, 0, 0, 0, 0, 0]"
175,Lia Marie Johnson,DNA,Sad,"[0.1693578064441681, 0.3656247854232788, 0.21832334995269775, 0.3542337119579315, 0.007260501384735107, 0.060696810483932495, 0.05822193622589111]","[0, 1, 0, 0, 0, 0, 0]"
176,NF,How Could You Leave Us,Sad,"[0.017002105712890625, 0.3253569006919861, 0.061477094888687134, 0.14230775833129883, 1.366294327453943e-06, 0.014719575643539429, 8.4591971244663e-05]","[0, 1, 0, 0, 0, 0, 0]"
177,Kodaline,Wherever You Are,Sad,"[0.22160843014717102, 0.42423394322395325, 0.2951551675796509, 0.326802134513855, 0.047712892293930054, 0.191278338432312, 0.06653445959091187]","[0, 1, 0, 0, 0, 0, 0]"
178,Calum Scott,You Are The Reason,Sad,"[0.14383071660995483, 0.3889348804950714, 0.36560410261154175, 0.2079293429851532, 0.011366009712219238, 0.03788807988166809, 0.005190163850784302]","[0, 1, 0, 0, 0, 0, 0]"
179,Imagine Dragons,Not Today,Sad,"[0.2045270800590515, 0.3956644535064697, 0.33101218938827515, 0.29614847898483276, 0.046694934368133545, 0.16061154007911682, 0.0911114513874054]","[0, 1, 0, 0, 0, 0, 0]"
180,NF,Paralyzed,Sad,"[0.06322625279426575, 0.40296903252601624, 0.21024832129478455, 0.3181038498878479, 0.00018152594566345215, 0.06083241105079651, 0.011030375957489014]","[0, 1, 0, 0, 0, 0, 0]"
181,Lennon Stella,Older Than I Am,Sad,"[0.12155866622924805, 0.3907887935638428, 0.1396229863166809, 0.2609131932258606, 0.012355059385299683, 0.03251186013221741, 0.007339805364608765]","[0, 1, 0, 0, 0, 0, 0]"
182,FINNEAS,I Lost A Friend,Sad,"[0.12559208273887634, 0.38426291942596436, 0.1634848713874817, 0.20985952019691467, 0.010114938020706177, 0.030066311359405518, 0.09542405605316162]","[0, 1, 0, 0, 0, 0, 0]"
183,Ed Sheeran,Happier,Sad,"[0.11003836989402771, 0.3525540232658386, 0.294405996799469, 0.23167529702186584, 0.013069331645965576, 0.014816373586654663, 0.002469092607498169]","[0, 1, 0, 0, 0, 0, 0]"
184,Alec Benjamin,Let Me Down Slowly,Sad,"[0.1639423668384552, 0.35974806547164917, 0.2242787480354309, 0.2363477349281311, 0.02554205060005188, 0.08315321803092957, 0.16880422830581665]","[0, 1, 0, 0, 0, 0, 0]"
185,Dean Lewis,Be Alright,Sad,"[0.05944091081619263, 0.3857255280017853, 0.3214237689971924, 0.2363995909690857, 0.0011665821075439453, 0.02066218852996826, 0.002819150686264038]","[0, 1, 0, 0, 0, 0, 0]"
186,Vancouver Sleep Clinic,Someone to Stay,Sad,"[0.09821096062660217, 0.43089011311531067, 0.19619685411453247, 0.21735548973083496, 0.014827907085418701, 0.07425883412361145, 0.0069894492626190186]","[0, 1, 0, 0, 0, 0, 0]"
187,James Blunt,Monsters,Sad,"[0.08938589692115784, 0.4138268232345581, 0.2302161455154419, 0.19605544209480286, 0.005111128091812134, 0.055974096059799194, 0.017157375812530518]","[0, 1, 0, 0, 0, 0, 0]"
188,James Bay,Us,Sad,"[0.22960218787193298, 0.3532009720802307, 0.253669410943985, 0.26480263471603394, 0.01275402307510376, 0.09184235334396362, 0.06965726613998413]","[0, 1, 0, 0, 0, 0, 0]"
189,Sasha Alex Sloan,Older,Sad,"[0.2917724549770355, 0.4030537009239197, 0.24905651807785034, 0.36936402320861816, 0.02109667658805847, 0.1074303388595581, 0.09650644659996033]","[0, 1, 0, 0, 0, 0, 0]"
190,Jack Garratt,Surprise Yourself,Sad,"[0.21781641244888306, 0.3878096342086792, 0.3206111192703247, 0.35271716117858887, 0.09147515892982483, 0.10766318440437317, 0.19707730412483215]","[0, 1, 0, 0, 0, 0, 0]"
191,Anson Seabra,Welcome to Wonderland,Sad,"[0.13892358541488647, 0.4084678590297699, 0.1640336811542511, 0.1492825746536255, 0.005109220743179321, 0.010298222303390503, 0.01827266812324524]","[0, 1, 0, 0, 0, 0, 0]"
192,Kodaline,All I Want,Sad,"[0.1586242914199829, 0.40539804100990295, 0.2926172912120819, 0.36590781807899475, 0.02677270770072937, 0.0639822781085968, 0.05992555618286133]","[0, 1, 0, 0, 0, 0, 0]"
193,The Cinematic Orchestra,To Build A Home',Sad,"[0.2020062804222107, 0.3983801007270813, 0.17685499787330627, 0.19476887583732605, 0.004524350166320801, 0.05659902095794678, 0.1583208441734314]","[0, 1, 0, 0, 0, 0, 0]"
194,Jacob Lee,I Belong to You,Sad,"[0.1543598771095276, 0.38868629932403564, 0.24522721767425537, 0.19891023635864258, 0.018279284238815308, 0.061875492334365845, 0.07499086856842041]","[0, 1, 0, 0, 0, 0, 0]"
195,Jacob Lee,Ghost,Sad,"[0.13741916418075562, 0.4052093029022217, 0.1660965085029602, 0.23149022459983826, 0.0025838911533355713, 0.058510929346084595, 0.04885795712471008]","[0, 1, 0, 0, 0, 0, 0]"
196,Gavin James,Nervous,Sad,"[0.12060007452964783, 0.3633710741996765, 0.257488489151001, 0.20072674751281738, 0.01946866512298584, 0.0803607702255249, 0.017537057399749756]","[0, 1, 0, 0, 0, 0, 0]"
197,Owl City,This Isn’t The End,Sad,"[0.09951132535934448, 0.31545597314834595, 0.21194902062416077, 0.39812222123146057, 0.002690732479095459, 0.03758832812309265, 0.005597352981567383]","[0, 0, 0, 1, 0, 0, 0]"
198,James Arthur,Quite Miss Home,Sad,"[0.08494582772254944, 0.33931654691696167, 0.180404394865036, 0.21770036220550537, 0.0008046329021453857, 0.016485989093780518, 0.019164949655532837]","[0, 1, 0, 0, 0, 0, 0]"
199,Thomas Rhett,Marry Me,Sad,"[0.20813807845115662, 0.25499510765075684, 0.19971174001693726, 0.2319437861442566, 0.0017476677894592285, 0.023348182439804077, 0.0162905752658844]","[0, 1, 0, 0, 0, 0, 0]"
200,Alec Benjamin,Water Fountain,Sad,"[0.09566071629524231, 0.3878656327724457, 0.19858750700950623, 0.16620320081710815, 0.020381063222885132, 0.04036763310432434, 0.039967894554138184]","[0, 1, 0, 0, 0, 0, 0]"
201,Novo Amor,Carry You,Sad,"[0.10578307509422302, 0.42538875341415405, 0.2731432318687439, 0.2776649594306946, 0.007103025913238525, 0.10453823208808899, 0.040254950523376465]","[0, 1, 0, 0, 0, 0, 0]"
202,Billie Eilish,everything i wanted,Sad,"[0.1115359365940094, 0.3424642086029053, 0.2687889635562897, 0.38116520643234253, 0.009674608707427979, 0.10919952392578125, 0.004581630229949951]","[0, 0, 0, 1, 0, 0, 0]"
203,Kina,Can We Kiss Forever?,Sad,"[0.19203630089759827, 0.43378040194511414, 0.2678558826446533, 0.3701574206352234, 0.05513620376586914, 0.2005653977394104, 0.06470012664794922]","[0, 1, 0, 0, 0, 0, 0]"
204,Selena Gomez,Lose You To Love Me,Sad,"[0.057287365198135376, 0.3274027109146118, 0.18196672201156616, 0.16382372379302979, 0.034046471118927, 0.03316119313240051, 0.006519943475723267]","[0, 1, 0, 0, 0, 0, 0]"
205,Lauv,The Story Never Ends,Sad,"[0.12394458055496216, 0.413418710231781, 0.20856818556785583, 0.2910007834434509, 0.008070141077041626, 0.07077339291572571, 0.12084060907363892]","[0, 1, 0, 0, 0, 0, 0]"
206,Ekali & Illenium,Hard To Say Goodbye,Sad,"[0.21917259693145752, 0.4272143840789795, 0.358426034450531, 0.3528177738189697, 0.15903088450431824, 0.26289722323417664, 0.03155398368835449]","[0, 1, 0, 0, 0, 0, 0]"
207,Novo Amor,Anchor,Sad,"[0.189888596534729, 0.34125375747680664, 0.2931431829929352, 0.2877963185310364, 0.016950249671936035, 0.08344465494155884, 0.10497009754180908]","[0, 1, 0, 0, 0, 0, 0]"
208,Harry Hudson,Gone,Sad,"[0.06997022032737732, 0.399241179227829, 0.3250027894973755, 0.2677842080593109, 0.010832816362380981, 0.04053300619125366, 0.001980900764465332]","[0, 1, 0, 0, 0, 0, 0]"
209,Justin Bieber ," 10,000 Hours ",Sad,"[0.1608913242816925, 0.2715054750442505, 0.3456721305847168, 0.2819065451622009, 0.026141852140426636, 0.0863359272480011, 0.009579718112945557]","[0, 0, 1, 0, 0, 0, 0]"
210,Ed Sheeran,Way To Break My Heart,Sad,"[0.10831841826438904, 0.40986013412475586, 0.29348456859588623, 0.31356436014175415, 0.025523841381072998, 0.04454714059829712, 0.011837899684906006]","[0, 1, 0, 0, 0, 0, 0]"
211,NF,Trauma,Sad,"[0.11298215389251709, 0.41764310002326965, 0.22723442316055298, 0.23688364028930664, 0.018463611602783203, 0.03521260619163513, 0.011240184307098389]","[0, 1, 0, 0, 0, 0, 0]"
212,Skylar Grey," Coming Home, Pt. II ",Sad,"[0.14598199725151062, 0.39585602283477783, 0.26705998182296753, 0.35917145013809204, 0.01433718204498291, 0.1262992024421692, 0.06938526034355164]","[0, 1, 0, 0, 0, 0, 0]"
